3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
3e-07	2.01	12.5
